CHNO,Xanthocyparis nootkatensis (D. Don) Farjon & Harder
CHOB,Chamaecyparis obtusa (Siebold & Zucc.) Endl.
CHPI,Chamaecyparis pisifera (Siebold & Zucc.) Endl.
CHSP,Chorisia speciosa
CHTH,"Chamaecyparis thyoides (L.) Britton, Sterns & Poggenb."
CIFR,Citharexylum fruticosum L.
CLAU,Celtis australis L.
CLCA,Celtis caucasica
CLEX,Chlorophora excelsa (Welw.) Benth.
CLLA,Celtis laevigata Willd.
CLOC,Celtis occidentalis L.
CLRE,Celtis laevigata var. reticulata (Torr.) L. Benson
CLSP,Celtis
CMJA,Cryptomeria japonica (Thunb. ex L. f.) D. Don
CNCR,Ceanothus crassifolius Torr.
COAL,Cordia alliodora (Ruiz & Pav¢n) Oken
COAP,Cordia apurensis
COAV,Corylus avellana L.
COBI,Cordia bicolor
COCO,Guibourtia coleosperma (Benth.)Leonard
COEL,Cordia elaeagnoides
COFL,Cornus florida L.
CONI,Pinophyta
COSA,Cornus sanguinea L.
COSI,Corylus sieboldiana Blume
COSP,Cornus
COTR,Cordia trichotoma
CPBE,Carpinus betulus L.
CRAZ,Crataegus azarolus
CRBE,Cercocarpus betuloides
CRLE,Cercocarpus ledifolius Nutt. ex Torr. & A.Gray
CRMO,Cercocarpus montanus Raf.
CRMO,Crataegus monogyna
CRSP,Cercocarpus
CSLI,Casuarina litoralis
CTCO,Cotinus coggygria Scop.
CTSP,Cotoneaster
CTSP,Catalpa speciosa (Warder) Warder ex Engelm.
CUAT,Cupressus dupreziana var. atlantica (Gaussen) Silba
CUAZ,Cupressus arizonica Greene
CUDU,Cupressus dupreziana A. Camus
CUGI,Cupressus torulosa var. gigantea (W. C. Cheng & L. K. Fu) Farjon
CUGL,Cupressus arizonica var. glabra (Sudw.) Little
CULU,Cupressus lusitanica Mill.
CUSE,Cupressus sempervirens L.
CYCO,Carya cordoformis
CYGL,Carya glabra (P. Mill.) Sweet
CYIL,Carya illinoensis
CYOV,Carya ovata (P. Mill.) K. Koch
CYRA,Cyrilla racemiflora L.
CYSP,Carya
CYTO,Carya alba (L.) Nutt. ex Ell.
DABD,Halocarpus bidwillii (Hook. f. ex Kirk) Quinn
DABI,Halocarpus biformis (Hook.) Quinn
DACO,Manoao colensoi (Hook.) Molloy
DACU,Dacrydium cupressinum Sol. ex G. Forst.
DADA,Dacrycarpus dacrydioides (A. Rich.) de Laub.
DAFR,Lagarostrobos franklinii (Hook. f.) Quinn
DIGU,Dicorynia guianensis Amshoff
DITO,Discaria toumatou
DITR,Discaria trinervis
DRLA,Dracophyllum latifolium
DRWI,Drimys winteri Forster & Forster f.
DSVI,Diospyros virginiana L.
DUVI,Duschenkia viridis
DYMA,Dysoxylum malabaricum
ELGL,Elaeoluma glabrascens
EMRU,Empetrum rubrum
ENAN,Entandrophragma angolense
ENCA,Enkianthus campanulatus
ENCA,Entandrophragma candollei
ENCY,Entandrophragma cylindricum
ENUT,Entandrophragma utile
EUCA,Eucalyptus camaldulensis Dehnh.
EUCO,Eucryphia cordifolia
EUDE,Eucalyptus delegatensis R. Baker
EUGL,Eucalyptus globulus Labill.
EUJA,Eugenia jambolana
EUMA,Eucalyptus marginata Donn ex Sm.
EUMI,Eucalyptus miniata A. Cunn. ex Schauer
EUNE,Corymbia nesophila (Blakely) K.D. Hill & L.A.S Johnson
EUOR,Eucalyptus oreades R. Baker
EUPA,Eucalyptus pauciflora Sieber ex Sprengel
EUST,Eucalyptus stellulata Sieber ex DC.
EUTE,Eucalyptus tetradonta
EUVI,Eucalyptus viminalis Labill.
EXCU,Exocarpus cuppressiforme
FACR,Fagus crenata Blume
FAGR,Fagus grandifolia Ehrh.
FAOR,Fagus orientalis Lipsky
FASP,Fagus
FASY,Fagus sylvatica L.
FCSP,Ficus L.
FICU,Fitzroya cupressoides (Molina) I. M. Johnst.
FRAM,Fraxinus americana L.
FRCA,Fraxinus caroliniana P. Mill.
FREX,Fraxinus excelsior L.
FRMA,Fraxinus mandshurica
FRNI,Fraxinus nigra Marsh.
FRPE,Fraxinus pennsylvanica Marsh.
FRSP,Fraxinus
FRSP,Fraxinus spaethiana
FRVE,Fraxinus velutina Torr.
GEAV,Gevuina avellana
GIBI,Gingko biloba
GLTR,Gleditsia triacanthos L.
GMAR,Gmelina arborea Roxb.
GOGL,Goupia glabra
GOLA,Gordonia lasianthus (L.) Ellis
GRVI,Grevillea victoriae
GUCE,Guarea cedrata
HABD,Halocarpus bidwillii (Hook. f. ex Kirk) Quinn
HABI,Halocarpus biformis (Hook.) Quinn
HAKI,Halocarpus kirkii (F. Muell. ex Parl.) Quinn
HAVI,Hamamelis virginiana L.
HEAN,Hedycaria angustifolia
HEAR,Heteromeles arbutifolia
HEBR,Hevea brasiliensis (Willd. ex A.Juss.) MÅll.Arg.
ILAQ,Ilex aquifolium L.
ILCA,Ilex cassine L.
ILCO,Ilex coriacea (Pursh) Chapman
ILGL,Ilex glabra (L.) Gray
ILIN,Ilex inundata
ILOP,Ilex opaca Ait.
JACO,Jacaranda copaia
JGAU,Juglans australis
JGCI,Juglans cinerea L.
JGNI,Juglans nigra L.
JGRE,Juglans regia L.
JUCH,Juniperus chinensis L.
JUCO,Juniperus communis L.
JUDE,Juniperus deppeana Steud.
JUDR,Juniperus drupacea Labill.
JUEX,Juniperus excelsa M.-Bieb.
JUFO,Juniperus foetidissima Willd.
JUMA,Juniperus excelsa subsp. polycarpos (K. Koch) Takht.
JUMO,Juniperus monosperma (Engelm.) Sarg.
JUOC,Juniperus occidentalis Hook.
JUOS,Juniperus osteosperma (Torr.) Little
JUOX,Juniperus oxycedrus L.
JUPC,Juniperus procera Hochst. ex Endl.
JUPH,Juniperus phoenicea L.
JUPI,Juniperus pinchotii Sudw.
JUPR,Juniperus przewalskii Kom.
JURE,Juniperus recurva Buch.-Ham. ex D. Don
JUSC,Juniperus scopulorum Sarg.
JUSE,Juniperus excelsa subsp. polycarpos (K. Koch) Takht.
JUSM,Juniperus semiglobosa Regel
JUSP,Juniperus
JUTH,Juniperus thurifera L.
JUTU,Juniperus pseudosabina Fisch. & C.A. Mey.
JUVI,Juniperus virginiana L.
KHGR,Khaya grandifolia
KRDR,Krenevaja drevesina
KUER,Kunzea ericoides
LADE,Larix decidua Mill.
LAGM,Larix gmelinii (Rupr.) Kuzen.
LAGR,Larix griffithii var. griffithii Hook. f.
LAHU,Laxopterigium huasango
LAJA,Larix kaempferi (Lamb.) Carriäre
LALA,Larix laricina (Du Roi) K. Koch
LALY,Larix lyalli
LAOC,Larix occidentalis Nutt.
LAPH,Laurelia philippiana
LAPO,Larix potanini
LASE,Laurelia sempervirens
LASI,Larix sibirica Ledeb.
LASP,Larix
LBAN,Laburnum anagyroides Medik.
LBGL,Pouteria glomerata subsp. glomerata
LECO,Lecythis corrugata Poit.
LEFL,Leptospermum flavescens
LEIN,Lepidothamnus intermedius (Kirk) Quinn
LESC,Leptospermum scoparium
LGCO,Lagarostrobus colensoi
LGFR,Lagarostrobus franklinii
LGVU,Ligustrum vulgare L.
LIBI,Libocedrus bidwillii Hook. f.
LIPL,Libocedrus plumosa (D. Don) Sarg.
LISP,Libocedrus Endl.
LIST,Liquidambar styraciflua L.
LITU,Liriodendron tulipifera L.
LOFR,Lomatia fraseri
LOHI,Lomatia hitsuta
LOTR,Lovoa trichilioides
LOXY,Lonicera xylosteum L.
LSFL,Lagerstroemia flos-reginae
LSLA,Lagerstroemia lanceolata
LSPA,Lagerstroemia parviflora
MAAC,Magnolia accuminata
MABI,Manilkara bidentata (A.DC.) A.Chev.
MAGR,Magnolia grandiflora L.
MASY,Malus sylvestris (L.) Mill.
MAVI,Magnolia virginiana L.
MICH,Magnolia champaca (L.) Baill. ex Pierre
MINI,Michelia niligirica
MIX,Plantae
MOAL,Morus alba L.
MOCO,Moronobea coccinea
MORU,Morus rubra L.
MYCE,Morella cerifera (L.) Small
MYGA,Myrica gale L.
NEAM,Nectandra amazonum
NOAL,Nothofagus alpina (Poepp. & Endl.) Oerst.
NOAN,Nothofagus antarctica (G.Forst.) Oerst.
NOBE,Nothofagus betuloides (Mirb.) Oerst.
NOCU,Nothofagus cunninghamii (Hook.) Oerst.
NODO,Nothofagus dombeyi (Mirb.) Oerst.
NOFU,Nothofagus fusca (Hook.f.) Oerst.
NOGU,Nothofagus gunnii (Hook.f.) Oerst.
NOME,Nothofagus menziesii (Hook.f.) Oerst.
NONE,Nothofagus alpina (Poepp. & Endl.) Oerst.
NONI,Nothofagus nitida (Phil.) Krasser
NOOB,Nothofagus obliqua (Mirb.) Oerst.
NOPU,Nothofagus pumilio (Poepp. & Endl.) Krasser
NOSO,Nothofagus solandri
NTLO,Notelaea longifolia
NYOG,Nyssa ogechee
NYSY,Nyssa sylvatica Marsh.
OCUS,Ocotea usambarensis
OSCA,Ostrya carpinifolia Scop.
OXAR,Oxydendrum arboreum (L.) DC.
PAAU,Parkia discolor Benth.
PARI,Parapiptadenia rigida (Benth.)Brenan
PATO,Paulownia tomentosa (Thunb.) Sieb. & Zucc. ex Steud.
PBPO,Phoebe porfiria
PCAB,Picea abies (L.) H. Karst.
PCAS,Picea asperata Mast.
PCBA,Picea likiangensis var. rubescens Rehd. & E. H. Wilson
PCBR,Picea brachytyla (Franch.) E. Pritz.
PCCA,Picea cajanensis
PCCH,Picea chihuahuana Mart°nez
PCEN,Picea engelmannii Parry ex Engelm.
PCGL,Picea glauca (Moench) Voss
PCGN,Picea glehnii (F. Schmidt) Mast.
PCJE,Picea jezoensis (Siebold & Zucc.) Carriäre
PCLI,Picea likiangensis (Franch.) E. Pritz.
PCMA,Picea mariana (Mill.) Britton & et al.
PCOM,Picea omorika (Pancic) Purk.
PCOR,Picea orientalis (L.) Peterm.
PCPR,Picea purpurea Mast.
PCPU,Picea pungens Engelm.
PCRU,Picea rubens Sarg.
PCSH,Picea shrenkiana
PCSI,Picea sitchensis (Bong.) Carriäre
PCSM,Picea smithiana (Wall.) Boiss.
PCSP,Picea
PCTI,Picea tienschanica
PEBO,Persea borbonia (L.) Spreng.
PECA,Peronema canescens
PELI,Persea lingue
PELN,Petrophile linearis
PHAL,Phyllocladus trichomanoides var. alpinus (Hook. f.) Parl.
PHAS,Phyllocladus aspleniifolius (Labill.) Hook. f.
PHGL,Phyllocladus aspleniifolius (Labill.) Hook. f.
PHTR,Phyllocladus trichomanoides D. Don
PIAL,Pinus albicaulis Engelm.
PIAM,Pinus armandii Franch.
PIAR,Pinus aristata Engelm.
PIBA,Pinus balfouriana Balf.
PIBN,Pinus banksiana Lamb.
PIBR,Pinus brutia Ten.
PIBU,Pinus bungeana Zucc. ex Endl.
PICA,Pinus caribaea Morelet
PICE,Pinus cembra L.
PICH,Pinus leiophylla var. chihuahuana (Engelm.) Shaw
PICL,Pinus coulteri D. Don
PICM,Pinus cembroides Zucc.
PICN,Pinus canariensis C. Sm.
PICO,Pinus contorta Douglas ex Loudon
PIDE,Pinus densiflora Siebold & Zucc.
PIDN,Pinus densata Mast.
PIEC,Pinus echinata Mill.
PIED,Pinus edulis Engelm.
PIEL,Pinus elliottii Engelm.
PIEN,Pinus engelmannii Carriäre
PIFL,Pinus flexilis E. James
PIGE,Pinus gerardiana Wall. ex D. Don
PIHA,Pinus halepensis Mill.
PIHE,Pinus heldreichii H. Christ
PIJE,Pinus jeffreyi Balf.
PIKE,Pinus kesiya Royle ex Gordon
PIKO,Pinus koraiensis Siebold & Zucc.
PILA,Pinus lambertiana Douglas
PILE,Pinus heldreichii H. Christ
PILG,Pinus cembroides subsp. lagunae (Rob.-Pass.) D. K. Bailey
PILO,Pinus longaeva D. K. Bailey
PIMA,Pinus massoniana Lamb.
PIMC,Pinus monticola Douglas ex D. Don
PIME,Pinus pinaster subsp. escarena (Risso) K. Richt.
PIMG,Pinus mugo Turra
PIMK,Pinus merkusii Jungh. & de Vriese
PIMO,Pinus monophylla Torr. & FrÇm.
PIMR,Pinus muricata D. Don
PIMU,Pinus mugo subsp. mugo Turra
PIMZ,Pinus montezumae Lamb.
PINI,Pinus nigra J.F. Arnold
PIOC,Pinus occidentalis Sw.
PIOO,Pinus oocarpa Schiede ex Schltdl.
PIPA,Pinus palustris Mill.
PIPE,Pinus peuce Griseb.
PIPI,Pinus pinaster Aiton
PIPM,Pinus pumila (Pall.) Regel
PIPN,Pinus pinea L.
PIPO,Pinus ponderosa Douglas ex C. Lawson
PIPT,Pinus patula Schiede ex Schltdl. & Cham.
PIPU,Pinus pungens Lamb.
PIQU,Pinus quadrifolia Parl. ex Sudw.
PIRA,Pinus radiata D. Don
PIRE,Pinus resinosa Aiton
PIRI,Pinus rigida Mill.
PIRO,Pinus roxburghii Sarg.
PISF,Pinus strobiformis Engelm.
PISI,Pinus sibirica Du Tour
PISP,Pinus
PIST,Pinus strobus L.
PISY,Pinus sylvestris L.
PITA,Pinus taeda L.
PITB,Pinus tabulaeformis
PITH,Pinus thunbergii Parl.
PITO,Pinus torreyana Parry ex Carriäre
PIUN,Pinus uncinata Ramond ex DC.
PIVI,Pinus virginiana Mill.
PIWA,Pinus wallichiana A.B. Jacks.
PLAC,Platanus acerifolia (Aiton) Willd.
PLIN,Platonia esculenta (Arruda) Rickett & Stafleu
PLOC,Platanus occidentalis L.
PLOR,Platanus orientalis L.
PLOR,Platyeladus orientalis
PLUV,Pilgerodendron uviferum (D. Don) Florin
PMAN,Prumnopitys andina (Poepp. ex Endl.) de Laub.
PMFE,Prumnopitys ferruginea (G. Benn. ex D. Don) de Laub.
PMTA,Prumnopitys taxifolia (Banks & Sol. ex D. Don) de Laub.
PNAM,Prunus americana
PNAV,Prunus avium
PNIL,Prunus ilicifolia
PNMA,Prunus mahaleb L.
PNPE,Prunus pensylvanica L.f.
PNSE,Prunus serotina
PNSP,Prunus spinosa
POFA,Afrocarpus falcatus (Thunb.) C. N. Page
POHA,Podocarpus cunninghamii Colenso
POLA,Podocarpus lawrencei Hook. f.
PONE,Podocarpus neriifolius D. Don
PONI,Podocarpus nivalis Hook.
PONU,Podocarpus nubigensus
POPA,Podocarpus parlatorei Pilg.
POSP,Podocarpus L\\\'Heritier
POTO,Podocarpus totara G. Benn. ex D. Don
PPAL,Populus alba L.
PPAN,Populus angustifolia James
PPBA,Populus balsamifera L.
PPDE,Populus deltoides Bartr. ex Marsh.
PPEU,Populus euphratica
PPFA,Populus fastigiata
PPFR,Populus fremontii S. Wats.
PPGR,Populus grandidentata Michx.
PPNI,Populus nigra L.
PPSI,Populus sieboldii
PPSP,Populus
PPTC,Populus balsamifera subsp. trichocarpa (Torr. & Gray ex Hook.) Brayshaw
PPTR,Populus tremuloides Michx.
PRFL,Prosopis flexuosa DC.
PRGL,Prosopis glandulosa Torr.
PRMX,Premna maxima
PROS,Prosopis
PSAX,Pseudowintera axillaris
PSCO,Pseudowintera colorata
PSGR,Pisonia grandis R. Br.
PSJA,Pseudotsuga japonica (Shiras.) Beissn.
PSMA,Pseudotsuga macrocarpa (Vasey) Mayr
PSME,Pseudotsuga menziesii (Mirb.) Franco
PSMU,Pseudobombax munguba
PSSE,Pseudobombax septenatum
PSXA,Pseudoxandra polyphleba (Diels) R. E. Fr.
PTAN,Pterocarpus angolensis DC.
PTAT,Pistacia atlantica Desf.
PTKH,Pistacia khinjuk
PTPA,Pistacia palaestina
PTPA,Pteronia pallens
PTRH,Pterocarya rhoifolia
PTSP,Pistacia
PTVE,Pistacia vera L.
PTVE,Pterocarpus acapulcensis Rose
PUSP,Purshia
PUTR,Purshia tridentata (Pursh) DC.
PYSA,Polyscias sambucifolius
QUAC,Quercus acutissima Carruth.
QUAC,Quintinia acutifolia
QUAF,Quercus afares Pomel
QUAL,Quercus alba L.
QUBI,Quercus bicolor Willd.
QUBO,Quercus infectoria subsp. veneris (A.Kern.) Meikle
QUBR,Quercus brantii Lindl.
QUCA,Quercus canariensis Willd.
QUCE,Quercus cerris L.
QUCL,Quercus coccifera L.
QUCO,Quercus coccinea MÅnchh.
QUCP,Quercus copeyensis C.H.Mull.
QUCR,Quercus costaricensis Liebm.
QUDE,Quercus dentata Thunb.
QUDG,Quercus douglasii Hook. & Arn.
QUDS,Quercus dschoruchensis
QUEL,Quercus ellipsoidalis E.J.Hill
QUEM,Quercus emoryi Torr.
QUEN,Quercus engelmannii Greene
QUFA,Quercus falcata Michx.
QUFG,Quercus faginea Lam.
QUFR,Quercus frainetto Ten.
QUGA,Quercus gambelii Nutt.
QUGR,Quercus grisea Liebm.
QUGS,Quercus mongolica subsp. crispula (Blume) Menitsky
QUGY,Quercus garryana Douglas ex Hook.
QUHA,Quercus hartwissiana Steven
QUIL,Quercus ilex L.
QUIT,Quercus ithaburensis Decne.
QUKE,Quercus kelloggii Newb.
QULA,Quercus laurifolia Michx.
QULO,Quercus lobata NÇe
QULU,Quercus lusitanica Lam.
QULY,Quercus lyrata Walter
QUMA,Quercus macrocarpa Michx.
QUMC,Quercus ithaburensis subsp. macrolepis (Kotschy) Hedge & Yalt.
QUMI,Quercus michauxii Nutt.
QUML,Quercus marilandica (L.) MÅnchh.
QUMO,Quercus mongolica Fisch. ex Ledeb.
QUMU,Quercus muehlenbergii Engelm.
QUNI,Quercus nigra L.
QUPA,Quercus palustris MÅnchh.
QUPE,Quercus petraea (Matt.) Liebl.
QUPO,Quercus pontica K.Koch
QUPR,Quercus michauxii Nutt.
QUPU,Quercus pubescens Willd.
QUPY,Quercus pyrenaica Willd.
QURO,Quercus robur L.
QURU,Quercus rubra L.
QUSH,Quercus shumardii Buckley
QUSP,Quercus
QUST,Quercus stellata Wangenh.
QUSU,Quercus suber L.
QUVE,Quercus velutina Lam.
RAGU,Myrsine floridana A. DC.
RESP,Recordoxylon speciosum
RHCA,Frangula caroliniana (Walt.) Gray
RHCR,Rhamnus crocea Nutt.
RHCT,Rhamnus cathartica L.
RHOV,Rhus ovata S. Wats.
RONE,Robinia neomexicana A.Gray
ROPS,Robinia pseudoacacia L.
SAAC,Salix arbusculoides Anderss.
SAAD,Salix amygdaloides Anderss.
SAAL,Salix alba L.
SAAM,Salix amygdalina
SAAR,Salix arbusculoides Anderss.
SAAT,Salix arctica Pallas
SABA,Salix pendulina Wenderoth
SACA,Salix caprea L.
SACN,Salix candida FlueggÇ ex Willd.
SACO,Saxegothaea conspicua Lindl.
SACR,Salix caroliniana Michx.
SADI,Salix discolor Muhl.
SAEL,Salix elaeagnos Scop.
SAEX,Salix exigua Nutt.
SAGL,Salix glauca L.
SALA,Salix lanata L.
SALS,Salix lasiolepis Benth.
SAMY,Salix myrsinifolia Salisb.
SAPH,Salix phylicifolia
SAPL,Salix planifolia Pursh
SAPU,Salix purpurea L.
SASP,Salix
SAVI,Salix viminalis L.
SBPI,Sabina pingu
SBRE,Juniperus recurva var. recurva Buch.-Ham. ex D. Don
SBSA,Juniperus saltuaria Rehd. & E. H. Wilson
SBTI,Juniperus tibetica Kom.
SBWA,Juniperus indica var. indica Bertol.
SCMI,Schleronema micranthum
SCTR,Schleichera trijuga
SCVE,Sciadopitys verticillata (Thunb.) Siebold & Zucc.
SEGI,Sequoiadendron giganteum (Lindl.) J.T. Buchholz
SESE,Sequoia sempervirens (D. Don) Endl.
SHRO,Shorea robusta Gaertner f.
SIAM,Simarouba amara
SNAL,Santalum album L.
SOAM,Sorbus americana
SOAR,Sorbus aria
SOAU,Sorbus aucuparia
SODU,Sorocea duckei
SOTE,Sorbus torminalis
SSAL,Sapium styllare
SSAL,Sassafras albinum
STPS,Stuartia pseudocamelliad var. koreana
SWLA,Swartzia laevicarpa Amshoff
SWMA,Swietenia mahagoni (L.) Jacq.
SWMC,Swietenia macrophylla King
SYGL,Symphonia globulifera
TAAS,Taxodium distichum var. imbricarium (Nutt.) Sarg.
TABA,Taxus baccata L.
TABA,Tabebuia barbata
TACU,Taxus cuspidata Siebold & Zucc.
TADI,Taxodium distichum (L.) Rich.
TAMU,Taxodium mucronatum Ten.
TEAR,Tetraclinis articulata (Vahl) Mast.
TEBR,Terminalia brownii
TEGR,Tectona grandis L. f.
TEGU,Terminalia guianensis
TETO,Terminalia tomentosa
THDO,Thujopsis dolabrata (Thunb. ex L. f.) Siebold & Zucc.
THHO,Thujopsis dolabrata var. hondai
THOC,Thuja occidentalis L.
THOR,Platycladus orientalis (L.) Franco
THPL,Thuja plicata Donn ex D. Don
THSP,Thuja
THST,Thuja standishii (Gordon) Carriäre
TIAM,Tilia americana L.
TICO,Tilia cordata P. Mill.
TIPL,Tilia platyphyllos Scop.
TISP,Tilia
TMAP,Tamarix aphylla (L.) Karst.
TMCH,Tamarix chinensis Lour.
TMJO,Tamarix jordanis
TMXE,Tasmannia xerophila
TOCA,Torreya californica Torr.
TPGU,Tapirira guianensis
TRCO,Tristania conferta
TRSC,Triplochiton schleroxylon
TSCA,Tsuga canadensis (L.) Carriäre
TSCH,Tsuga chinensis (Franch.) E. Pritz.
TSCR,Tsuga caroliniana Engelm.
TSDI,Tsuga diversifolia (Maxim.) Mast.
TSDU,Tsuga dumosa (D. Don) Eichler
TSHE,Tsuga heterophylla (Raf.) Sarg.
TSME,Tsuga mertensiana (Bong.) Carriäre
TSSI,Tsuga sieboldii Carriäre
